id;givens;agility;used;seconds;variables;n_phases;conflicts;level;MB;limit;learned;original
33-1777;33;0.0;100.0;0.0;0;2;8;0.0;0.3;0;0;0
33-1778;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1779;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1780;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1781;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-1782;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1783;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1784;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1785;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1786;33;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
33-1787;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1788;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1789;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1790;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1791;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1792;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1793;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1794;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1795;33;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
33-1796;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1797;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-1798;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1799;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1800;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1801;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1802;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1803;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1804;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1805;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1806;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1807;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1808;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1809;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1810;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1811;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1812;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1813;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1814;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1815;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1816;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1817;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-1818;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1819;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1820;33;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
33-1821;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1822;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1823;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1824;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1825;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1826;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1827;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1828;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1829;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1830;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1831;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1832;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1833;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1834;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1835;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1836;33;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
33-1837;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1838;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1839;33;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
33-1840;33;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
33-1841;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1842;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1843;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1844;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1845;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1846;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1847;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1848;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1849;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1850;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1851;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1852;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1853;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1854;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1855;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1856;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1857;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1858;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1859;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1860;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1861;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1862;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1863;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1864;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1865;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1866;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1867;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1868;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1869;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1870;33;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
33-1871;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1872;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1873;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1874;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1875;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1876;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1877;33;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
33-1878;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1879;33;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
33-1880;33;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
33-1881;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1882;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1883;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1884;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1885;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1886;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1887;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-1888;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1889;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1890;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1891;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1892;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1893;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1894;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1895;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1896;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1897;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1898;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1899;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1900;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1901;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1902;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1903;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1904;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1905;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1906;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1907;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1908;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1909;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1910;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1911;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1912;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1913;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1914;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1915;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1916;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1917;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1918;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1919;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1920;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1921;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-1922;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1923;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1924;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1925;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1926;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1927;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1928;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1929;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1930;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1931;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1932;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1933;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1934;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1935;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1936;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1937;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1938;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1939;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1940;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1941;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1942;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1943;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1944;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1945;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1946;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1947;33;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
33-1948;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1949;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-1950;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1951;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1952;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1953;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-1954;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-1955;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1956;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1957;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1958;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1959;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1960;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1961;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1962;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1963;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1964;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-1965;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1966;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1967;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1968;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1969;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1970;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1971;33;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
33-1972;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1973;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1974;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1975;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1976;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1977;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1978;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1979;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1980;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1981;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1982;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1983;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1984;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1985;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1986;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1987;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1988;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1989;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1990;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1991;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1992;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1993;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-1994;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1995;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1996;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-1997;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1998;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-1999;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2000;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2001;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2002;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2003;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2004;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2005;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2006;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2007;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2008;33;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
33-2009;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2010;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-2011;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2012;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2013;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2014;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2015;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2016;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2017;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2018;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2019;33;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
33-2020;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2021;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2022;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2023;33;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
33-2024;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2025;33;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
33-2026;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2027;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-2028;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2029;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2030;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2031;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2032;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-2033;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2034;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2035;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2036;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2037;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2038;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2039;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2040;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2041;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2042;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2043;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2044;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2045;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2046;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-2047;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2048;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2049;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2050;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2051;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2052;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2053;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2054;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-2055;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2056;33;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
33-2057;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2058;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2059;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2060;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2061;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2062;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2063;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2064;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2065;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2066;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2067;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2068;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2069;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2070;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2071;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-2072;33;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
33-2073;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2074;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2075;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2076;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2077;33;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
33-2078;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2079;33;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
33-2080;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2081;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2082;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2083;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2084;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2085;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2086;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2087;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2088;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2089;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2090;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2091;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2092;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-2093;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2094;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2095;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2096;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-2097;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2098;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2099;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2100;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2101;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2102;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2103;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2104;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2105;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
33-2106;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2107;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-2108;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2109;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2110;33;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
33-2111;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2112;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2113;33;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
33-2114;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2115;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2116;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2117;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2118;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2119;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2120;33;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
33-2121;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2122;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2123;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2124;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2125;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-2126;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2127;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2128;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2129;33;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
33-2130;33;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
33-2131;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-2132;33;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
33-2133;33;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
